x,y,galaxy_type,color,has_agn,log10_mass
1.764052345967664,0.30972382493129846,Elliptical,red,False,11.325881573475273
0.4001572083672233,-0.7374561938764481,Elliptical,red,False,9.350694012969315
0.9787379841057392,-1.5369198832232425,Spiral,blue,True,7.850161480352428
2.240893199201458,-0.5622548291650494,Irregular,grey,True,12.288540892056108
1.8675579901499675,-1.5995111233025678,Elliptical,red,True,8.418815578399661
-0.977277879876411,0.8243899303441132,Spiral,blue,True,9.455784393343801
0.9500884175255894,2.491486202197658,Elliptical,red,True,6.592873217679968
-0.1513572082976979,1.0118551635303574,Spiral,blue,True,12.3301951789105
-0.10321885179355784,-0.2812379394329118,Elliptical,red,False,9.71884856291424
0.41059850193837233,0.01670650760288455,Spiral,blue,False,15.06918698509446
0.144043571160878,1.153919669146144,Elliptical,red,False,7.943963925420662
1.454273506962975,-0.600915036416717,Elliptical,red,False,9.827642603115486
0.7610377251469934,0.1329372671024025,Elliptical,red,False,7.4834784864640795
0.12167501649282841,-2.1699744273365895,Elliptical,red,False,10.635404309375756
0.44386323274542566,-1.1165588764951044,Spiral,blue,True,12.042520376314174
0.33367432737426683,-0.5693680056562912,Elliptical,red,False,8.931117699094044
1.4940790731576061,0.6362667001065182,Irregular,grey,True,8.439351947985347
-0.20515826376580087,-0.7676492296420007,Irregular,grey,True,11.119214032843734
0.31306770165090136,0.6184794833285856,Irregular,grey,True,9.016373987840424
-0.8540957393017248,0.1831612201556855,Spiral,blue,False,9.970935671638593
-2.5529898158340787,1.8593512729942459,Spiral,blue,True,6.970073834715365
0.6536185954403606,-1.0755146349245268,Irregular,grey,True,7.924772427665035
0.8644361988595057,-2.0192197108445864,Irregular,grey,True,8.495932529021943
-0.7421650204064419,-2.4374644577658593,Irregular,grey,False,9.552914658453528
2.2697546239876076,-0.1485635098857895,Elliptical,red,False,6.592057135061868
-1.4543656745987648,1.1511514616109855,Elliptical,red,True,14.282501774711307
0.04575851730144607,0.18532338339838575,Elliptical,red,True,8.190654181267764
-0.1871838500258336,0.658460926171748,Elliptical,red,True,7.873624449649568
1.5327792143584575,-0.049536101895173774,Spiral,blue,True,10.201385556927843
1.469358769900285,0.2373988495223973,Irregular,grey,True,10.492984491868041
0.1549474256969163,-1.5115803231415397,Irregular,grey,True,12.475834640785774
0.37816251960217356,1.9323703326640953,Spiral,blue,True,6.501402909505279
-0.8877857476301128,0.482422034021854,Elliptical,red,True,11.002583052435373
-1.980796468223927,-1.3157830489844384,Spiral,blue,False,6.1185098968865095
-0.3479121493261526,-1.9636150626635327,Elliptical,red,False,7.606639763502285
0.15634896910398005,0.5330681838435553,Irregular,grey,False,13.86455433517749
1.2302906807277207,-0.10932321697951562,Irregular,grey,True,11.538982464604299
1.2023798487844113,-0.28318341945416786,Irregular,grey,False,8.917229576552147
-0.3873268174079523,1.4337438454093847,Spiral,blue,True,9.889750761534886
-0.30230275057533557,-0.5686172403495335,Irregular,grey,False,8.924015820267533
-1.0485529650670926,-0.8498464630132166,Irregular,grey,False,12.407410408385392
-1.4200179371789752,0.7244464967710641,Irregular,grey,True,8.757169882799367
-1.7062701906250126,0.6058983479762461,Irregular,grey,True,10.207414401944622
1.9507753952317897,-1.2902584808925255,Spiral,blue,False,5.536262582588181
-0.5096521817516535,0.7894331064668144,Elliptical,red,False,12.504939865155485
-0.4380743016111864,1.9609137443144666,Spiral,blue,True,10.870679699580792
-1.2527953600499262,-0.33553980894406193,Irregular,grey,True,11.446715319545984
0.7774903558319101,-0.6076121853377763,Irregular,grey,False,10.66231461684167
-1.6138978475579515,-0.7272418810378413,Irregular,grey,False,7.357826080200827
-0.2127402802139687,0.851408671172379,Elliptical,red,True,10.71333956490005
-0.8954665611936756,0.8884165801847692,Spiral,blue,True,9.883268807812199
0.386902497859262,-1.1113233114117362,Spiral,blue,True,9.729258233773441
-0.510805137568873,1.137844365051557,Elliptical,red,False,12.110490902414723
-1.180632184122412,1.2755492794105288,Spiral,blue,False,8.485226032301428
-0.028182228338654868,0.29459941176736903,Irregular,grey,True,10.121911172208314
0.42833187053041766,-2.1856795264612607,Irregular,grey,False,6.29405782155596
0.06651722238316789,0.7923774529948755,Elliptical,red,True,10.863711741953756
0.3024718977397814,-1.6250414228315913,Irregular,grey,False,6.638583838484874
-0.6343220936809636,0.7398307178481248,Spiral,blue,True,11.291949208432463
-0.3627411659871381,1.0142691076521753,Spiral,blue,True,7.89867157638575
-0.672460447775951,0.9582081002792167,Spiral,blue,False,8.301388696546855
-0.3595531615405413,-2.6153709257601316,Irregular,grey,True,8.339383658022207
-0.813146282044454,-0.7281308277533212,Elliptical,red,False,12.364346606080607
-1.7262826023316769,0.7424984671899899,Spiral,blue,True,8.070968804679836
0.17742614225375283,-0.08214396011646467,Elliptical,red,True,8.425626849457123
-0.4017809362082619,-1.5249018729643087,Elliptical,red,True,9.57527473903753
-1.6301983469660446,-0.43817905148467995,Irregular,grey,True,11.967191255258669
0.4627822555257742,-0.005391658869848698,Elliptical,red,False,9.24876757000608
-0.9072983643832422,-1.7120848620384077,Elliptical,red,False,9.828670543537918
0.05194539579613895,1.7055863024868088,Elliptical,red,True,10.643636667074015
0.7290905621775369,0.8111898627624784,Irregular,grey,True,13.095487394639893
0.12898291075741067,0.14936091235293603,Elliptical,red,True,10.74220998900822
1.1394006845433007,-0.7354556815108362,Irregular,grey,False,9.686600031400944
-1.2348258203536526,-0.31296652733302405,Irregular,grey,False,11.108763695492147
0.402341641177549,-0.6534162143452642,Spiral,blue,True,11.711675535304932
-0.6848100909403132,-0.9912257369950866,Elliptical,red,False,10.384628617134824
-0.8707971491818818,0.14896638069858784,Irregular,grey,True,10.746510814256405
-0.5788496647644155,1.1033236008951495,Irregular,grey,True,10.374018523295199
-0.31155253212737266,-0.19004879858146456,Elliptical,red,True,10.807198524029474
0.05616534222974544,-0.41226388066371156,Elliptical,red,True,9.231708999857261
-1.1651498407833565,0.1786201988259366,Irregular,grey,False,9.659388055826408
0.9008264869541871,0.7816811529768891,Elliptical,red,True,11.662248668942127
